2026-05-25 22:05:00	1
2026-05-25 22:06:00	1
2026-05-25 22:07:00	1
2026-05-25 22:41:00	48
2026-05-25 22:42:00	5
2026-05-25 22:47:00	24
2026-05-25 22:48:00	30
2026-05-27 20:08:00	39
2026-05-27 20:09:00	60
2026-05-27 20:10:00	5
