2026-05-25 22:05:00	0	0
2026-05-25 22:06:00	1	0
2026-05-25 22:07:00	0	1
2026-05-25 22:41:00	19	9
2026-05-25 22:42:00	5	0
2026-05-25 22:47:00	12	2
2026-05-25 22:48:00	10	12
2026-05-27 20:08:00	17	8
2026-05-27 20:09:00	30	13
2026-05-27 20:10:00	4	0
